#lambda  transmission
      8.42460  8.21475e-11
      8.42637  8.27957e-11
      8.42815  8.35892e-11
      8.42993  8.47257e-11
      8.43170  8.43320e-11
      8.43348  8.18227e-11
      8.43526  8.16482e-11
      8.43704  8.45587e-11
      8.43882  8.74586e-11
      8.44060  9.13996e-11
      8.44238  9.67491e-11
      8.44416  1.01038e-10
      8.44595  1.03295e-10
      8.44773  1.03550e-10
      8.44951  1.01127e-10
      8.45130  9.68037e-11
      8.45308  9.35539e-11
      8.45487  9.17093e-11
      8.45666  9.03828e-11
      8.45845  8.83790e-11
      8.46024  8.60630e-11
      8.46203  8.46002e-11
      8.46382  8.18788e-11
      8.46561  7.77214e-11
      8.46740  7.42322e-11
      8.46919  7.01028e-11
      8.47099  6.46297e-11
      8.47278  6.00588e-11
      8.47458  5.60644e-11
      8.47637  5.16012e-11
      8.47817  4.67596e-11
      8.47997  4.14456e-11
      8.48176  3.56058e-11
      8.48356  3.00177e-11
      8.48536  2.51381e-11
      8.48716  2.04973e-11
      8.48896  1.57254e-11
      8.49077  1.08662e-11
      8.49257  7.27222e-12
      8.49437  5.14467e-12
      8.49618  3.94950e-12
      8.49798  3.14562e-12
      8.49979  2.39037e-12
      8.50159  1.57807e-12
      8.50340  9.35878e-13
      8.50521  5.55093e-13
      8.50702  2.96744e-13
      8.50883  1.51464e-13
      8.51064  9.68396e-14
      8.51245  5.47931e-14
      8.51426  2.30335e-14
      8.51607  1.06694e-14
      8.51789  5.64318e-15
      8.51970  2.58126e-15
      8.52152  9.85864e-16
      8.52333  3.75150e-16
      8.52515  1.81740e-16
      8.52697  9.14187e-17
      8.52878  4.07551e-17
      8.53060  1.78395e-17
      8.53242  6.49537e-18
      8.53424  1.78960e-18
      8.53607  9.50729e-19
      8.53789  1.64408e-18
      8.53971  2.53448e-18
      8.54153  3.28892e-18
      8.54336  3.89805e-18
      8.54518  4.18076e-18
      8.54701  4.50075e-18
      8.54883  4.87316e-18
      8.55066  4.81625e-18
      8.55249  4.74465e-18
      8.55432  5.11045e-18
      8.55615  5.27814e-18
      8.55798  4.99053e-18
      8.55981  4.79081e-18
      8.56164  4.93194e-18
      8.56348  6.08782e-18
      8.56531  9.45033e-18
      8.56715  1.64525e-17
      8.56898  2.77517e-17
      8.57082  4.50384e-17
      8.57265  7.74444e-17
      8.57449  1.54136e-16
      8.57633  3.12546e-16
      8.57817  5.70248e-16
      8.58001  1.12522e-15
      8.58185  2.19586e-15
      8.58369  3.54594e-15
      8.58553  5.66278e-15
      8.58738  9.30554e-15
      8.58922  1.38033e-14
      8.59107  1.98700e-14
      8.59291  3.02657e-14
      8.59476  4.27223e-14
      8.59660  5.12742e-14
      8.59845  5.10991e-14
      8.60030  4.34182e-14
      8.60215  3.47447e-14
      8.60400  3.30625e-14
      8.60585  3.37970e-14
      8.60770  2.77197e-14
      8.60956  2.65266e-14
      8.61141  3.73103e-14
      8.61326  5.45630e-14
      8.61512  7.94478e-14
      8.61698  1.10607e-13
      8.61883  1.37521e-13
      8.62069  1.88917e-13
      8.62255  2.97668e-13
      8.62441  3.82834e-13
      8.62627  4.02940e-13
      8.62813  4.08909e-13
      8.62999  4.25630e-13
      8.63185  4.58835e-13
      8.63371  4.98576e-13
      8.63558  5.28526e-13
      8.63744  5.24608e-13
      8.63931  4.55696e-13
      8.64118  3.70513e-13
      8.64304  3.69247e-13
      8.64491  3.88853e-13
      8.64678  3.75178e-13
      8.64865  3.79000e-13
      8.65052  4.11547e-13
      8.65239  4.66517e-13
      8.65426  5.60858e-13
      8.65613  6.83923e-13
      8.65801  7.91946e-13
      8.65988  8.50147e-13
      8.66176  8.36589e-13
      8.66363  7.45391e-13
      8.66551  6.34548e-13
      8.66739  5.75413e-13
      8.66927  5.45730e-13
      8.67115  5.49829e-13
      8.67303  6.34705e-13
      8.67491  7.69945e-13
      8.67679  9.68455e-13
      8.67867  1.41416e-12
      8.68056  2.08740e-12
      8.68244  2.80796e-12
      8.68433  3.56860e-12
      8.68621  4.32757e-12
      8.68810  5.05434e-12
      8.68998  6.07575e-12
      8.69187  7.78632e-12
      8.69376  9.92815e-12
      8.69565  1.15870e-11
      8.69754  1.17556e-11
      8.69943  1.10271e-11
      8.70133  9.79956e-12
      8.70322  7.93207e-12
      8.70511  6.66070e-12
      8.70701  6.65548e-12
      8.70891  6.69197e-12
      8.71080  7.23905e-12
      8.71270  9.53403e-12
      8.71460  1.28306e-11
      8.71650  1.65282e-11
      8.71840  2.09780e-11
      8.72030  2.65858e-11
      8.72220  3.30642e-11
      8.72410  3.95993e-11
      8.72600  4.61167e-11
      8.72791  5.29368e-11
      8.72981  6.05612e-11
      8.73172  6.76736e-11
      8.73362  7.18585e-11
      8.73553  7.51332e-11
      8.73744  7.94447e-11
      8.73935  8.39544e-11
      8.74126  8.97241e-11
      8.74317  9.69014e-11
      8.74508  9.89228e-11
      8.74699  9.68055e-11
      8.74891  1.00309e-10
      8.75082  1.08204e-10
      8.75274  1.17871e-10
      8.75465  1.31869e-10
      8.75657  1.44697e-10
      8.75848  1.49814e-10
      8.76040  1.54522e-10
      8.76232  1.64329e-10
      8.76424  1.81635e-10
      8.76616  2.03940e-10
      8.76808  2.25434e-10
      8.77001  2.39974e-10
      8.77193  2.50819e-10
      8.77385  2.63079e-10
      8.77578  2.73519e-10
      8.77770  2.81819e-10
      8.77963  2.91538e-10
      8.78156  3.00076e-10
      8.78349  3.04754e-10
      8.78542  3.06588e-10
      8.78735  3.07317e-10
      8.78928  3.07360e-10
      8.79121  3.07579e-10
      8.79314  3.06414e-10
      8.79507  3.02074e-10
      8.79701  2.98319e-10
      8.79894  2.98417e-10
      8.80088  3.03691e-10
      8.80282  3.12285e-10
      8.80475  3.21479e-10
      8.80669  3.29800e-10
      8.80863  3.35150e-10
      8.81057  3.36314e-10
      8.81251  3.36026e-10
      8.81446  3.38468e-10
      8.81640  3.45974e-10
      8.81834  3.54986e-10
      8.82029  3.60397e-10
      8.82223  3.64553e-10
      8.82418  3.73987e-10
      8.82613  3.93804e-10
      8.82807  4.09744e-10
      8.83002  4.15251e-10
      8.83197  4.23210e-10
      8.83392  4.37515e-10
      8.83587  4.55107e-10
      8.83783  4.66564e-10
      8.83978  4.73866e-10
      8.84173  4.86294e-10
      8.84369  4.95962e-10
      8.84564  4.97929e-10
      8.84760  4.97242e-10
      8.84956  5.00532e-10
      8.85152  5.07670e-10
      8.85347  5.04991e-10
      8.85544  4.92467e-10
      8.85740  4.81307e-10
      8.85936  4.72867e-10
      8.86132  4.66084e-10
      8.86328  4.60333e-10
      8.86525  4.54818e-10
      8.86721  4.48349e-10
      8.86918  4.43120e-10
      8.87115  4.39635e-10
      8.87311  4.36386e-10
      8.87508  4.36127e-10
      8.87705  4.39071e-10
      8.87902  4.39457e-10
      8.88099  4.32496e-10
      8.88297  4.19486e-10
      8.88494  4.13311e-10
      8.88691  4.12454e-10
      8.88889  4.05248e-10
      8.89086  3.96569e-10
      8.89284  3.90897e-10
      8.89482  3.84965e-10
      8.89680  3.77459e-10
      8.89878  3.68147e-10
      8.90076  3.59675e-10
      8.90274  3.51055e-10
      8.90472  3.38964e-10
      8.90670  3.26168e-10
      8.90869  3.16535e-10
      8.91067  3.13626e-10
      8.91266  3.14692e-10
      8.91464  3.16276e-10
      8.91663  3.17175e-10
      8.91862  3.18627e-10
      8.92061  3.23662e-10
      8.92260  3.27830e-10
      8.92459  3.27913e-10
      8.92658  3.26851e-10
      8.92857  3.24267e-10
      8.93056  3.19591e-10
      8.93256  3.16874e-10
      8.93455  3.15295e-10
      8.93655  3.09470e-10
      8.93855  3.01405e-10
      8.94055  2.91597e-10
      8.94254  2.75805e-10
      8.94454  2.60213e-10
      8.94654  2.51962e-10
      8.94855  2.46411e-10
      8.95055  2.41252e-10
      8.95255  2.37236e-10
      8.95456  2.31388e-10
      8.95656  2.23806e-10
      8.95857  2.20351e-10
      8.96057  2.21007e-10
      8.96258  2.22000e-10
      8.96459  2.18628e-10
      8.96660  2.12040e-10
      8.96861  2.06968e-10
      8.97062  2.02980e-10
      8.97263  1.99129e-10
      8.97465  1.98451e-10
      8.97666  1.98495e-10
      8.97868  1.96067e-10
      8.98069  1.92701e-10
      8.98271  1.88691e-10
      8.98473  1.82869e-10
      8.98674  1.78723e-10
      8.98876  1.77647e-10
      8.99078  1.75998e-10
      8.99281  1.73225e-10
      8.99483  1.70267e-10
      8.99685  1.65937e-10
      8.99887  1.60390e-10
      9.00090  1.54676e-10
      9.00293  1.47469e-10
      9.00495  1.37781e-10
      9.00698  1.27366e-10
      9.00901  1.18154e-10
      9.01104  1.10782e-10
      9.01307  1.03727e-10
      9.01510  9.58521e-11
      9.01713  8.66408e-11
      9.01917  7.80213e-11
      9.02120  7.08657e-11
      9.02323  6.40316e-11
      9.02527  5.73664e-11
      9.02731  5.09616e-11
      9.02935  4.47014e-11
      9.03138  3.78130e-11
      9.03342  3.02612e-11
      9.03546  2.38974e-11
      9.03751  1.91698e-11
      9.03955  1.51947e-11
      9.04159  1.17697e-11
      9.04364  8.88620e-12
      9.04568  6.50412e-12
      9.04773  4.79044e-12
      9.04977  3.67191e-12
      9.05182  2.92210e-12
      9.05387  2.34019e-12
      9.05592  1.85177e-12
      9.05797  1.45224e-12
      9.06002  1.15448e-12
      9.06208  9.71374e-13
      9.06413  8.77569e-13
      9.06618  8.34815e-13
      9.06824  8.29855e-13
      9.07029  8.58320e-13
      9.07235  9.16555e-13
      9.07441  1.00889e-12
      9.07647  1.14485e-12
      9.07853  1.30874e-12
      9.08059  1.52078e-12
      9.08265  1.86950e-12
      9.08471  2.35385e-12
      9.08678  2.99341e-12
      9.08884  3.83311e-12
      9.09091  4.92557e-12
      9.09298  6.24027e-12
      9.09504  7.73925e-12
      9.09711  9.39899e-12
      9.09918  1.12807e-11
      9.10125  1.36049e-11
      9.10332  1.65201e-11
      9.10540  1.95327e-11
      9.10747  2.26278e-11
      9.10954  2.59667e-11
      9.11162  2.93272e-11
      9.11369  3.26207e-11
      9.11577  3.58321e-11
      9.11785  3.91437e-11
      9.11993  4.27144e-11
      9.12201  4.59804e-11
      9.12409  4.88580e-11
      9.12617  5.18529e-11
      9.12825  5.44523e-11
      9.13034  5.68088e-11
      9.13242  5.95912e-11
      9.13451  6.17686e-11
      9.13659  6.25995e-11
      9.13868  6.25914e-11
      9.14077  6.33081e-11
      9.14286  6.58001e-11
      9.14495  6.80796e-11
      9.14704  6.97468e-11
      9.14913  7.21899e-11
      9.15122  7.57035e-11
      9.15332  7.99564e-11
      9.15541  8.36037e-11
      9.15751  8.66372e-11
      9.15961  8.98065e-11
      9.16170  9.24712e-11
      9.16380  9.49173e-11
      9.16590  9.80831e-11
      9.16800  1.01140e-10
      9.17010  1.03167e-10
      9.17221  1.04359e-10
      9.17431  1.05635e-10
      9.17642  1.07998e-10
      9.17852  1.10802e-10
      9.18063  1.13545e-10
      9.18274  1.16808e-10
      9.18484  1.20489e-10
      9.18695  1.23912e-10
      9.18906  1.26531e-10
      9.19118  1.29067e-10
      9.19329  1.32501e-10
      9.19540  1.35830e-10
      9.19752  1.38892e-10
      9.19963  1.42430e-10
      9.20175  1.46118e-10
      9.20387  1.49724e-10
      9.20598  1.54458e-10
      9.20810  1.59732e-10
      9.21022  1.64135e-10
      9.21234  1.67106e-10
      9.21447  1.69921e-10
      9.21659  1.75507e-10
      9.21871  1.83728e-10
      9.22084  1.93162e-10
      9.22297  2.02374e-10
      9.22509  2.10725e-10
      9.22722  2.18840e-10
      9.22935  2.26992e-10
      9.23148  2.34988e-10
      9.23361  2.42137e-10
      9.23574  2.47856e-10
      9.23787  2.52579e-10
      9.24001  2.58850e-10
      9.24214  2.66703e-10
      9.24428  2.74145e-10
      9.24642  2.80905e-10
      9.24856  2.87588e-10
      9.25069  2.94739e-10
      9.25283  3.03213e-10
      9.25497  3.12940e-10
      9.25712  3.24040e-10
      9.25926  3.35480e-10
      9.26140  3.45673e-10
      9.26355  3.54003e-10
      9.26569  3.59956e-10
      9.26784  3.63706e-10
      9.26999  3.67558e-10
      9.27214  3.73098e-10
      9.27429  3.81596e-10
      9.27644  3.94001e-10
      9.27859  4.09092e-10
      9.28074  4.26701e-10
      9.28290  4.46010e-10
      9.28505  4.64785e-10
      9.28721  4.81091e-10
      9.28936  4.94075e-10
      9.29152  5.05249e-10
      9.29368  5.17014e-10
      9.29584  5.30880e-10
      9.29800  5.48087e-10
      9.30016  5.67765e-10
      9.30233  5.86455e-10
      9.30449  6.02817e-10
      9.30665  6.19153e-10
      9.30882  6.37019e-10
      9.31099  6.53203e-10
      9.31316  6.64324e-10
      9.31532  6.77769e-10
      9.31749  6.97203e-10
      9.31966  7.19982e-10
      9.32184  7.42106e-10
      9.32401  7.57588e-10
      9.32618  7.61955e-10
      9.32836  7.61199e-10
      9.33053  7.64421e-10
      9.33271  7.68727e-10
      9.33489  7.72786e-10
      9.33707  7.83192e-10
      9.33925  8.08527e-10
      9.34143  8.51021e-10
      9.34361  9.00337e-10
      9.34579  9.49489e-10
      9.34798  9.94661e-10
      9.35016  1.02753e-09
      9.35235  1.04987e-09
      9.35454  1.06970e-09
      9.35672  1.08894e-09
      9.35891  1.11058e-09
      9.36110  1.13358e-09
      9.36330  1.15616e-09
      9.36549  1.18233e-09
      9.36768  1.20738e-09
      9.36988  1.22608e-09
      9.37207  1.24343e-09
      9.37427  1.26278e-09
      9.37646  1.28409e-09
      9.37866  1.30313e-09
      9.38086  1.31872e-09
      9.38306  1.33018e-09
      9.38527  1.33404e-09
      9.38747  1.33744e-09
      9.38967  1.33357e-09
      9.39188  1.31376e-09
      9.39408  1.28873e-09
      9.39629  1.27320e-09
      9.39850  1.26371e-09
      9.40071  1.26023e-09
      9.40292  1.25934e-09
      9.40513  1.26694e-09
      9.40734  1.28872e-09
      9.40955  1.31550e-09
      9.41177  1.33868e-09
      9.41398  1.35635e-09
      9.41620  1.36496e-09
      9.41841  1.36784e-09
      9.42063  1.37304e-09
      9.42285  1.37993e-09
      9.42507  1.37843e-09
      9.42729  1.37026e-09
      9.42951  1.36199e-09
      9.43174  1.35135e-09
      9.43396  1.33579e-09
      9.43619  1.31825e-09
      9.43841  1.29876e-09
      9.44064  1.28219e-09
      9.44287  1.27135e-09
      9.44510  1.26407e-09
      9.44733  1.25970e-09
      9.44956  1.25763e-09
      9.45180  1.25447e-09
      9.45403  1.25136e-09
      9.45626  1.24711e-09
      9.45850  1.23773e-09
      9.46074  1.22286e-09
      9.46298  1.20157e-09
      9.46522  1.17350e-09
      9.46746  1.14267e-09
      9.46970  1.11318e-09
      9.47194  1.08789e-09
      9.47418  1.06899e-09
      9.47643  1.05658e-09
      9.47867  1.04702e-09
      9.48092  1.03497e-09
      9.48317  1.01755e-09
      9.48542  9.96067e-10
      9.48767  9.67932e-10
      9.48992  9.32776e-10
      9.49217  8.93390e-10
      9.49442  8.52328e-10
      9.49668  8.12434e-10
      9.49893  7.75595e-10
      9.50119  7.40330e-10
      9.50344  7.03094e-10
      9.50570  6.61615e-10
      9.50796  6.17087e-10
      9.51022  5.69013e-10
      9.51249  5.15722e-10
      9.51475  4.58864e-10
      9.51701  3.97373e-10
      9.51928  3.36139e-10
      9.52154  2.74464e-10
      9.52381  2.16037e-10
      9.52608  1.64600e-10
      9.52835  1.21264e-10
      9.53062  8.63811e-11
      9.53289  5.91363e-11
      9.53516  3.97194e-11
      9.53743  2.58429e-11
      9.53971  1.66266e-11
      9.54198  1.07519e-11
      9.54426  7.34625e-12
      9.54654  5.51886e-12
      9.54882  4.72393e-12
      9.55110  4.68135e-12
      9.55338  5.30566e-12
      9.55566  6.69252e-12
      9.55795  9.24625e-12
      9.56023  1.34868e-11
      9.56252  2.00438e-11
      9.56480  2.98302e-11
      9.56709  4.37170e-11
      9.56938  6.32852e-11
      9.57167  8.86098e-11
      9.57396  1.19305e-10
      9.57625  1.53446e-10
      9.57854  1.91701e-10
      9.58084  2.29245e-10
      9.58313  2.63645e-10
      9.58543  2.92693e-10
      9.58773  3.15251e-10
      9.59003  3.30017e-10
      9.59233  3.36703e-10
      9.59463  3.36022e-10
      9.59693  3.28531e-10
      9.59923  3.14693e-10
      9.60154  2.96822e-10
      9.60384  2.75552e-10
      9.60615  2.51170e-10
      9.60846  2.25659e-10
      9.61076  2.00556e-10
      9.61307  1.77777e-10
      9.61539  1.57957e-10
      9.61770  1.41774e-10
      9.62001  1.29069e-10
      9.62232  1.19478e-10
      9.62464  1.12507e-10
      9.62696  1.08327e-10
      9.62927  1.06917e-10
      9.63159  1.08155e-10
      9.63391  1.12291e-10
      9.63623  1.19558e-10
      9.63855  1.29888e-10
      9.64088  1.43509e-10
      9.64320  1.60221e-10
      9.64553  1.80121e-10
      9.64785  2.02275e-10
      9.65018  2.24866e-10
      9.65251  2.47504e-10
      9.65484  2.68116e-10
      9.65717  2.86476e-10
      9.65950  3.01882e-10
      9.66184  3.13946e-10
      9.66417  3.22400e-10
      9.66651  3.27651e-10
      9.66884  3.30340e-10
      9.67118  3.30993e-10
      9.67352  3.29745e-10
      9.67586  3.27091e-10
      9.67820  3.24164e-10
      9.68054  3.21047e-10
      9.68289  3.17008e-10
      9.68523  3.12272e-10
      9.68758  3.07033e-10
      9.68992  3.02059e-10
      9.69227  2.98102e-10
      9.69462  2.94673e-10
      9.69697  2.90541e-10
      9.69932  2.84479e-10
      9.70167  2.77190e-10
      9.70403  2.69898e-10
      9.70638  2.62048e-10
      9.70874  2.53927e-10
      9.71109  2.46379e-10
      9.71345  2.39822e-10
      9.71581  2.34849e-10
      9.71817  2.31565e-10
      9.72053  2.28390e-10
      9.72290  2.24542e-10
      9.72526  2.20088e-10
      9.72763  2.15853e-10
      9.72999  2.12223e-10
      9.73236  2.08012e-10
      9.73473  2.03008e-10
      9.73710  1.97798e-10
      9.73947  1.93201e-10
      9.74184  1.89497e-10
      9.74421  1.85696e-10
      9.74659  1.81776e-10
      9.74896  1.78577e-10
      9.75134  1.76271e-10
      9.75372  1.74682e-10
      9.75610  1.73586e-10
      9.75848  1.72229e-10
      9.76086  1.69956e-10
      9.76324  1.67021e-10
      9.76563  1.64007e-10
      9.76801  1.61049e-10
      9.77040  1.57606e-10
      9.77278  1.53876e-10
      9.77517  1.50292e-10
      9.77756  1.46670e-10
      9.77995  1.43071e-10
      9.78234  1.39522e-10
      9.78474  1.35799e-10
      9.78713  1.31646e-10
      9.78953  1.26901e-10
      9.79192  1.21892e-10
      9.79432  1.16840e-10
      9.79672  1.11306e-10
      9.79912  1.05620e-10
      9.80152  1.00833e-10
      9.80392  9.66487e-11
      9.80632  9.24887e-11
      9.80873  8.84381e-11
      9.81114  8.46379e-11
      9.81354  8.13686e-11
      9.81595  7.86817e-11
      9.81836  7.61369e-11
      9.82077  7.34088e-11
      9.82318  7.07958e-11
      9.82560  6.87414e-11
      9.82801  6.70864e-11
      9.83043  6.56822e-11
      9.83284  6.45684e-11
      9.83526  6.30693e-11
      9.83768  6.10055e-11
      9.84010  5.93562e-11
      9.84252  5.81852e-11
      9.84494  5.71201e-11
      9.84737  5.57777e-11
      9.84979  5.43216e-11
      9.85222  5.32053e-11
      9.85464  5.23440e-11
      9.85707  5.15743e-11
      9.85950  5.06340e-11
      9.86193  4.95674e-11
      9.86436  4.85335e-11
      9.86680  4.75383e-11
      9.86923  4.66551e-11
      9.87167  4.60243e-11
      9.87411  4.56775e-11
      9.87654  4.54758e-11
      9.87898  4.53254e-11
      9.88142  4.54854e-11
      9.88386  4.60601e-11
      9.88631  4.64484e-11
      9.88875  4.64320e-11
      9.89120  4.62919e-11
      9.89364  4.60153e-11
      9.89609  4.54876e-11
      9.89854  4.50092e-11
      9.90099  4.47311e-11
      9.90344  4.45171e-11
      9.90589  4.42156e-11
      9.90835  4.39726e-11
      9.91080  4.38711e-11
      9.91326  4.38145e-11
      9.91572  4.38640e-11
      9.91817  4.43995e-11
      9.92064  4.48273e-11
      9.92310  4.44920e-11
      9.92556  4.39917e-11
      9.92802  4.38709e-11
      9.93049  4.37025e-11
      9.93295  4.29297e-11
      9.93542  4.14317e-11
      9.93789  3.96862e-11
      9.94036  3.82947e-11
      9.94283  3.76040e-11
      9.94530  3.72016e-11
      9.94777  3.66958e-11
      9.95025  3.60275e-11
      9.95272  3.52345e-11
      9.95520  3.42688e-11
      9.95768  3.33187e-11
      9.96016  3.21925e-11
      9.96264  3.03623e-11
      9.96512  2.73274e-11
      9.96761  2.35437e-11
      9.97009  1.95652e-11
      9.97258  1.56774e-11
      9.97506  1.19933e-11
      9.97755  8.80235e-12
      9.98004  6.12202e-12
      9.98253  3.96200e-12
      9.98502  2.37106e-12
      9.98752  1.29457e-12
      9.99001  6.42434e-13
      9.99251  2.76173e-13
      9.99500  1.01537e-13
      9.99750  2.98396e-14
      10.0000  6.83786e-15
      10.0025  1.28071e-15
      10.0050  1.83035e-16
      10.0075  1.87969e-17
      10.0100  2.71708e-18
      10.0125  9.52087e-19
      10.0150  2.93076e-19
      10.0175  7.74171e-20
      10.0200  1.93234e-20
      10.0226  8.55683e-21
      10.0251  5.92206e-21
      10.0276  2.36194e-21
      10.0301  9.67918e-22
      10.0326  9.20493e-22
      10.0351  3.31037e-22
      10.0376  5.38852e-23
      10.0402  2.20786e-23
      10.0427  5.45686e-24
      10.0452  3.20017e-23
      10.0477  1.11718e-22
      10.0503  3.03923e-20
      10.0528  1.06199e-18
      10.0553  1.02111e-17
      10.0578  5.74625e-17
      10.0604  2.36931e-16
      10.0629  7.79531e-16
      10.0654  2.25962e-15
      10.0680  5.90858e-15
      10.0705  1.39496e-14
      10.0730  3.04051e-14
      10.0756  6.19757e-14
      10.0781  1.15936e-13
      10.0806  2.04525e-13
      10.0832  3.49209e-13
      10.0857  5.71415e-13
      10.0883  8.82896e-13
      10.0908  1.31876e-12
      10.0934  1.88816e-12
      10.0959  2.60702e-12
      10.0985  3.56993e-12
      10.1010  4.84867e-12
      10.1036  6.40904e-12
      10.1061  8.31043e-12
      10.1087  1.06808e-11
      10.1112  1.36081e-11
      10.1138  1.70338e-11
      10.1163  2.10936e-11
      10.1189  2.58801e-11
      10.1215  3.14961e-11
      10.1240  3.83804e-11
      10.1266  4.67085e-11
      10.1291  5.62076e-11
      10.1317  6.62744e-11
      10.1343  7.79730e-11
      10.1368  9.12374e-11
      10.1394  1.05109e-10
      10.1420  1.20653e-10
      10.1446  1.39276e-10
      10.1471  1.59394e-10
      10.1497  1.80175e-10
      10.1523  2.02347e-10
      10.1549  2.25825e-10
      10.1574  2.49787e-10
      10.1600  2.72820e-10
      10.1626  2.98089e-10
      10.1652  3.29111e-10
      10.1678  3.58363e-10
      10.1704  3.82040e-10
      10.1729  4.02515e-10
      10.1755  4.18971e-10
      10.1781  4.28464e-10
      10.1807  4.34133e-10
      10.1833  4.30999e-10
      10.1859  4.16736e-10
      10.1885  3.94342e-10
      10.1911  3.65920e-10
      10.1937  3.31802e-10
      10.1963  2.93796e-10
      10.1989  2.52047e-10
      10.2015  2.09636e-10
      10.2041  1.68709e-10
      10.2067  1.31122e-10
      10.2093  9.72048e-11
      10.2119  6.84935e-11
      10.2145  4.66000e-11
      10.2171  3.07938e-11
      10.2197  1.97102e-11
      10.2223  1.21606e-11
      10.2249  7.18492e-12
      10.2276  4.06399e-12
      10.2302  2.14291e-12
      10.2328  1.08391e-12
      10.2354  5.35573e-13
      10.2380  2.55622e-13
      10.2407  1.16115e-13
      10.2433  5.23917e-14
      10.2459  2.25834e-14
      10.2485  9.38132e-15
      10.2512  3.95437e-15
      10.2538  1.62724e-15
      10.2564  5.64239e-16
      10.2590  1.60353e-16
      10.2617  3.54274e-17
      10.2643  5.52855e-18
      10.2669  5.83445e-19
      10.2722  3.45729e-21
      10.2749  2.19819e-22
      10.2775  2.38698e-24
      10.2828  1.49612e-26
      10.2854  1.86879e-25
      10.2881  5.16647e-25
      10.2907  1.63683e-24
      10.2934  7.29633e-24
      10.2960  5.08109e-22
      10.2987  5.94988e-18
      10.3013  2.38184e-16
      10.3040  2.58281e-15
      10.3066  1.56333e-14
      10.3093  6.68096e-14
      10.3119  2.25681e-13
      10.3146  6.41710e-13
      10.3173  1.57766e-12
      10.3199  3.32893e-12
      10.3226  6.35457e-12
      10.3252  1.13774e-11
      10.3279  1.91510e-11
      10.3306  3.04980e-11
      10.3332  4.64527e-11
      10.3359  6.81805e-11
      10.3386  9.58403e-11
      10.3413  1.29552e-10
      10.3439  1.70773e-10
      10.3466  2.21663e-10
      10.3493  2.81778e-10
      10.3520  3.50550e-10
      10.3546  4.27634e-10
      10.3573  5.12777e-10
      10.3600  6.06749e-10
      10.3627  7.09180e-10
      10.3654  8.16502e-10
      10.3681  9.27053e-10
      10.3708  1.03742e-09
      10.3734  1.15808e-09
      10.3761  1.28280e-09
      10.3788  1.41511e-09
      10.3815  1.55894e-09
      10.3842  1.71357e-09
      10.3869  1.86742e-09
      10.3896  2.01589e-09
      10.3923  2.17714e-09
      10.3950  2.34754e-09
      10.3977  2.51460e-09
      10.4004  2.68070e-09
      10.4031  2.84580e-09
      10.4058  3.01102e-09
      10.4085  3.18030e-09
      10.4112  3.34719e-09
      10.4140  3.48583e-09
      10.4167  3.59987e-09
      10.4194  3.71123e-09
      10.4221  3.85677e-09
      10.4248  4.02563e-09
      10.4275  4.18876e-09
      10.4302  4.35261e-09
      10.4330  4.52631e-09
      10.4357  4.69660e-09
      10.4384  4.85127e-09
      10.4411  4.99131e-09
      10.4439  5.11480e-09
      10.4466  5.21472e-09
      10.4493  5.30122e-09
      10.4521  5.39176e-09
      10.4548  5.49568e-09
      10.4575  5.60479e-09
      10.4603  5.69251e-09
      10.4630  5.74711e-09
      10.4657  5.78528e-09
      10.4685  5.80541e-09
      10.4712  5.81955e-09
      10.4739  5.82373e-09
      10.4767  5.82783e-09
      10.4794  5.84556e-09
      10.4822  5.86061e-09
      10.4849  5.85158e-09
      10.4877  5.82983e-09
      10.4904  5.79816e-09
      10.4932  5.76103e-09
      10.4959  5.70335e-09
      10.4987  5.61490e-09
      10.5014  5.50888e-09
      10.5042  5.40237e-09
      10.5070  5.31232e-09
      10.5097  5.23530e-09
      10.5125  5.15693e-09
      10.5152  5.07562e-09
      10.5180  5.01700e-09
      10.5208  4.97934e-09
      10.5235  4.90440e-09
      10.5263  4.78994e-09
      10.5291  4.67703e-09
      10.5319  4.57150e-09
      10.5346  4.45125e-09
      10.5374  4.30428e-09
      10.5402  4.17569e-09
      10.5430  4.07570e-09
      10.5457  3.95405e-09
      10.5485  3.80968e-09
      10.5513  3.65987e-09
      10.5541  3.51822e-09
      10.5569  3.36869e-09
      10.5597  3.18687e-09
      10.5625  2.98721e-09
      10.5652  2.78318e-09
      10.5680  2.58091e-09
      10.5708  2.38289e-09
      10.5736  2.17726e-09
      10.5764  1.98590e-09
      10.5792  1.80683e-09
      10.5820  1.62769e-09
      10.5848  1.44862e-09
      10.5876  1.27625e-09
      10.5904  1.11578e-09
      10.5932  9.60930e-10
      10.5960  8.05254e-10
      10.5988  6.60969e-10
      10.6016  5.37290e-10
      10.6045  4.36092e-10
      10.6073  3.50125e-10
      10.6101  2.74984e-10
      10.6129  2.12695e-10
      10.6157  1.62614e-10
      10.6185  1.22677e-10
      10.6213  9.24879e-11
      10.6242  7.06180e-11
      10.6270  5.70819e-11
      10.6298  4.98632e-11
      10.6326  4.76122e-11
      10.6355  5.00636e-11
      10.6383  5.78051e-11
      10.6411  7.17510e-11
      10.6440  9.43570e-11
      10.6468  1.26142e-10
      10.6496  1.66881e-10
      10.6525  2.18013e-10
      10.6553  2.81005e-10
      10.6581  3.53837e-10
      10.6610  4.37501e-10
      10.6638  5.32618e-10
      10.6667  6.31283e-10
      10.6695  7.25865e-10
      10.6724  8.14627e-10
